Term ID	Class	Description	Status
003-1856	003	Natural cosmetics	A
005-2308	005	Activated charcoal for adsorption of toxins for medical purposes	A
026-4022	026	Curtain tapes	A
002-375	002	Repositionable paint patches	A
045-120	045	Personal letter writing	A
030-505	030	Somen noodles	M
009-5758	009	Power over Ethernet (PoE) network components in the nature of {specify components, e.g., switches, splitters, midspans, injectors, etc.}	A
025-1557	025	Athletic bottoms	A
025-1558	025	Athletic tops	A
005-2275	005	Contrast media for in vivo imaging	A
001-2220	001	Sodium sulfite	A
028-4330	028	Chinese chess as games	A
004-603	004	Non-chemical additives for greases	A
032-278	032	Maple water	A
026-4023	026	Drapery tapes	A
006-842	006	Non-electric cables and wires of common metals	A
021-4602	021	Pie funnels	A
009-5739	009	Seismographs	A
029-1880	029	Beef steaks	A
001-2223	001	Potassium sulfate	A
002-579	002	Malt colorants	A
001-2224	001	Sulfites for preserving foodstuffs	A
009-5745	009	Crucibles for laboratory use	A
009-5746	009	Distillation columns for laboratory use	A
011-4180	011	Brackets for gas burners	A
011-4182	011	Electric foot baths	A
021-4681	021	Shaving bowls	A
006-1771	006	Braces of metal for load handling	A
028-4329	028	Toy modelling dough	A
001-2227	001	Bacterial preparations other than for medical or veterinary use	A
001-2229	001	Dextrins for industrial purposes	A
003-1852	003	Beauty care cosmetics	A
037-1322	037	Gasoline refuelling service for motor vehicles	A
037-1323	037	Battery charging service for motor vehicles	A
008-4195	008	Hand-operated milling cutters	A
008-4197	008	Taps being hand tools	A
008-4198	008	Pincers being hand tools	A
007-4370	007	Reamers being machine tools	A
012-1564	012	Self balancing electric scooters	A
027-235	027	Vinyl wallpaper	A
027-236	027	Wallpaper of cork	A
005-2267	005	Glucose preparations for medical purposes	A
005-2268	005	Pregnancy testing preparations	A
030-1858	030	Chili powder	A
030-1860	030	Chocolate syrups	A
005-2261	005	Animal flea collars	A
016-2529	016	Nibs for writing instruments	A
009-5718	009	Battery charging devices for motor vehicles	A
030-1859	030	Chili seasonings	A
004-605	004	Propane gas sold in cylinders for use as fuel	A
042-979	042	Technological consultation in the technology field of {identify the field, e.g., computer hardware systems}	A
042-2553	042	Technology consultation in the field of cybersecurity	A
042-148	042	Technology consultation and research in the field of {indicate specific field, e.g. aerospace engineering, geology}	M
030-1909	030	Cracked peppercorns for use as seasonings or flavorings	A
040-717	040	Three dimensional printing (3DP) services	D
042-149	042	Technology consultation in the field of {indicate specific field, e.g. aerospace engineering, geology}	M
042-1565	042	Technology consultation services in the field of alternative energy, namely, gasifying and combusting alternative fuels	A
030-1910	030	Whole dried peppercorns for use as seasonings or flavorings	A
031-1007	031	Unprocessed peppercorns	A
042-1562	042	Technological consulting services in the field of alternative energy generation	A
009-1171	009	Protective work gloves	A
031-1009	031	Fresh rutabagas	A
009-5883	009	Anaerobic jars for bacteria culture	A
010-1938	010	Nystagmographs	A
041-2205	041	Organization of vernissages for cultural, entertainment or educational purposes	A
021-4711	021	Charcuterie boards for serving and cutting charcuterie	A
001-1309	001	Enzymes derived from biotechnological processes for use in industry	A
005-178	005	Shoe deodorizers	A
005-873	005	Deodorizing preparations for pet litter boxes	A
006-1736	006	Metal tomato cages	A
008-4205	008	Hand-powered cultivators for gardening	A
009-1072	009	Video processors	A
010-150	010	Surgical saws	A
021-1427	021	Raised garden planters	A
035-3046	035	Providing consumer product recommendations	A
010-197	010	Retinoscopes	A
039-850	039	Carpooling services	A
035-3075	035	Recruitment and placement of volunteers in the field of {specify field, e.g., humanitarian aid, social justice, human rights, environmental conservation, etc.}	A
029-1940	029	Processed rutabagas	A
009-729	009	Sound cards	A
022-222	022	Burlap wraps for plants	A
035-3058	035	Business management of logistics for others	A
035-1308	035	Employment recruiting consultation	A
035-1422	035	Promoting the benefits of energy efficient lighting technologies to professionals in the lighting field	A
040-147	040	Water demineralization	A
041-2178	041	Macro photography services	A
001-1472	001	Biotechnologically-formed genes for use in the manufacture of agricultural seeds	A
010-1313	010	Ocular speculums	A
005-174	005	Rubbing alcohol	A
005-32	005	Medicated foot powder	A
009-362	009	Protective gloves for industrial use	A
036-1244	036	Financial valuation of intellectual property assets	A
036-1133	036	Crowdfunding services in the nature of providing financing from money collected from individuals	A
036-879	036	Provision of financial information relating to the finance industry involved in environmentally focused investments	A
037-1315	037	Cell phone battery charging services	A
039-829	039	Luggage storage	A
040-110	040	Sawmill planing	A
044-2775	044	Cultivation of plants for others	A
029-1939	029	Preserved microgreens	A
021-610	021	Plant baskets	A
021-4392	021	Spatulas for kitchen use	A
021-4339	021	Silicone muffin baking liners	A
021-3976	021	Silicone baking cups	A
021-553	021	Baking dishes	A
023-10	023	Waxed thread	A
028-89	028	Leg guards for athletic use	A
029-1691	029	Duck confit	A
029-1837	029	Hash browns	A
029-1841	029	Fruit-based concentrates for cooking	A
029-1849	029	Pickled ginger	A
030-305	030	Pickled ginger [condiment]	D
030-1307	030	Korean traditional pressed sweets (Dasik)	D
030-1819	030	Pressed sweets (Dasik)	A
030-434	030	Candies [sweets]	D
029-1051	029	Cooked dish consisting primarily of rich soybean paste and tofu (cheonggukjang-jjigae)	D
030-1430	030	Vareniki [stuffed dumplings]	D
030-1831	030	Vareniki being stuffed dumplings	A
030-1795	030	Japanese savoury pancakes (Okonomiyaki)	D
030-1719	030	Fermented vegetable pancakes (kimchijeon)	D
030-1078	030	Creme brulee	A
003-1839	003	Dye-trapping laundry sheets	A
004-591	004	Wax for lighting	A
004-594	004	Hookah coal	A
005-2229	005	Medicated tooth cleaning gels	A
005-2231	005	Headache relief sticks	A
006-1751	006	Sash pulleys of metal	A
006-1752	006	Metal sash pulleys	A
007-4360	007	Hydraulic window openers	A
007-4361	007	Pneumatic window openers	A
010-1840	010	Medical nanites for {indicate use, e.g., targeted drug delivery, treating cancer, etc.}	A
010-1845	010	Elastic therapeutic tape	A
010-1849	010	Sanitary masks for dental use	A
011-4165	011	Electric beverage urns	A
029-1831	029	Satay	A
031-972	031	Unprocessed tengusa seaweed	A
029-1843	029	Molluscs, not live	A
029-1844	029	Mollusks, not live	A
030-1330	030	Mint-based sweets	A
030-1001	030	Peppermint sweets	A
021-4372	021	Plug-in diffusers for mosquito repellents	A
011-1346	011	Electrically-powered handheld vaporizers for vaporizing vaporizable constituents of herbal and plant matter for creating an aroma for household use [not smokers' articles]	D
011-1196	011	Gas powered handheld vaporizers for vaporizing vaporizable constituents of herbal and plant matter for creating an aroma for household use [not smokers' articles]	D
011-1280	011	Power-operated vaporizers for industrial or commercial purposes	D
008-771	008	Hand-operated vaporizers for industrial or commercial purposes	D
021-1543	021	Hand-operated vaporizers for household purposes	D
042-2323	042	Provision of scientific information, advice and consultancy in relation to carbon offsetting	D
035-2170	035	Advertising agencies providing the strategy, design and execution of programs to promote businesses in the food and foodservice industries	D
021-4669	021	Decorative glass orbs	A
011-124	011	Dispensing units for air fresheners	D
011-481	011	Electric dispensers for air fresheners and deodorizers to be plugged into wall outlets	D
021-4620	021	Electric warmers to melt scented wax tarts	A
021-4623	021	Non-electric candle warmers	A
021-4020	021	Non-electric warmers for use with tea candles to melt scented wax tarts	A
021-4624	021	Electric fragrance diffusers incorporating night lights	A
007-4348	007	Air stones for hydroponics	A
021-4628	021	Plug-in diffusers for aromatic oils	A
031-34	031	Raw corn	A
031-35	031	Raw dates	A
003-1846	003	Colour cosmetics for children	A
001-2218	001	Chemical agents for quenching steel	A
003-1847	003	Car wax	A
003-1848	003	Car wax also containing paint sealant	A
044-2850	044	Providing information in the field of {indicate type of health information, e.g., cardiovascular, mental, etc.} health via a website	A
019-1377	019	Reglets, not of metal, for building	A
045-2719	045	Providing information regarding self-improvement via a website	A
009-5903	009	Downloadable electronic maps	A
009-5905	009	Downloadable printable score charts	A
009-5906	009	Downloadable printable score sheets	A
008-4221	008	Hand tools, namely, straight edge paint trim guides	A
008-4222	008	Straight edge razors	A
009-5908	009	Straight edge instruments for measuring flatness	A
028-1342	028	Scratch cards for playing lottery games	A
016-2571	016	Blank printed charts	A
044-2623	044	Providing a website featuring information in the field of {indicate type of health information, e.g., cardiovascular, mental, etc.} health	A
016-2572	016	Blank printed circular charts	A
044-2680	044	Providing a website featuring information about nutrition	A
045-1203	045	Providing a website featuring information regarding personal growth	X
045-1202	045	Providing a website featuring information regarding personal relationships	X
045-1183	045	Providing a web site featuring information in the fields of personal relationships, personal growth and motivation, and self-fulfillment	M
045-983	045	Providing a website featuring information about religious belief systems	A
045-979	045	Providing a website featuring information about lost or stolen musical instruments	A
045-938	045	Providing a website featuring information for local church leaders in the field of Christian growth	A
045-842	045	Providing a web site featuring information about names for people	A
035-1823	035	Providing an internet website featuring news and information in the field of natural resource management relating to the environment and public lands	A
